test_time_second,voltage_volt,current_ampere,step_index,discharging_capacity_ah,charging_capacity_ah,ambient_temperature_celsius
1050.020,2.9144,0.0000,1,0,0,0
1065.020,2.9142,0.0000,1,0,0,0
1080.020,2.9141,0.0000,1,0,0,0
1095.020,2.9139,0.0000,1,0,0,0
1110.020,2.9138,0.0000,1,0,0,0
1125.020,2.9137,0.0000,1,0,0,0
1140.020,2.9135,0.0000,1,0,0,0
1155.020,2.9134,0.0000,1,0,0,0
1170.020,2.9132,0.0000,1,0,0,0
1185.020,2.9131,0.0000,1,0,0,0
1200.020,2.9129,0.0000,1,0,0,0
1215.020,2.9128,0.0000,1,0,0,0
1230.020,2.9127,0.0000,1,0,0,0
1245.020,2.9125,0.0000,1,0,0,0
1260.020,2.9124,0.0000,1,0,0,0
1275.020,2.9122,0.0000,1,0,0,0
1290.020,2.9121,0.0000,1,0,0,0
1305.020,2.9119,0.0000,1,0,0,0
1320.020,2.9118,0.0000,1,0,0,0
1335.020,2.9116,0.0000,1,0,0,0
1350.020,2.9115,0.0000,1,0,0,0
1365.020,2.9113,0.0000,1,0,0,0
1380.020,2.9112,0.0000,1,0,0,0
1395.020,2.9110,0.0000,1,0,0,0
1410.020,2.9109,0.0000,1,0,0,0
1425.020,2.9107,0.0000,1,0,0,0
1440.020,2.9106,0.0000,1,0,0,0
1455.020,2.9104,0.0000,1,0,0,0
1470.020,2.9102,0.0000,1,0,0,0
1485.020,2.9101,0.0000,1,0,0,0
1500.020,2.9099,0.0000,1,0,0,0
1515.020,2.9098,0.0000,1,0,0,0
1530.020,2.9096,0.0000,1,0,0,0
1545.020,2.9095,0.0000,1,0,0,0
1560.020,2.9093,0.0000,1,0,0,0
1575.020,2.9091,0.0000,1,0,0,0
1590.020,2.9090,0.0000,1,0,0,0
1605.020,2.9088,0.0000,1,0,0,0
1620.020,2.9087,0.0000,1,0,0,0
1635.020,2.9085,0.0000,1,0,0,0
1650.020,2.9083,0.0000,1,0,0,0
1665.020,2.9082,0.0000,1,0,0,0
1680.020,2.9080,0.0000,1,0,0,0
1695.020,2.9078,0.0000,1,0,0,0
1710.020,2.9077,0.0000,1,0,0,0
1725.020,2.9075,0.0000,1,0,0,0
1740.020,2.9074,0.0000,1,0,0,0
1755.020,2.9072,0.0000,1,0,0,0
1770.020,2.9070,0.0000,1,0,0,0
1785.020,2.9069,0.0000,1,0,0,0
1800.020,2.9067,0.0000,1,0,0,0
1815.020,2.9065,0.0000,1,0,0,0
1830.020,2.9063,0.0000,1,0,0,0
1845.020,2.9062,0.0000,1,0,0,0
1860.020,2.9060,0.0000,1,0,0,0
1875.020,2.9058,0.0000,1,0,0,0
1890.020,2.9057,0.0000,1,0,0,0
1905.020,2.9055,0.0000,1,0,0,0
1920.020,2.9053,0.0000,1,0,0,0
1935.020,2.9052,0.0000,1,0,0,0
1950.020,2.9050,0.0000,1,0,0,0
1965.020,2.9048,0.0000,1,0,0,0
1980.020,2.9046,0.0000,1,0,0,0
1995.020,2.9045,0.0000,1,0,0,0
2010.020,2.9043,0.0000,1,0,0,0
2025.020,2.9041,0.0000,1,0,0,0
2040.020,2.9040,0.0000,1,0,0,0
2055.020,2.9038,0.0000,1,0,0,0
2070.020,2.9036,0.0000,1,0,0,0
2085.020,2.9034,0.0000,1,0,0,0
2100.020,2.9033,0.0000,1,0,0,0
2115.020,2.9031,0.0000,1,0,0,0
2130.020,2.9029,0.0000,1,0,0,0
2145.020,2.9027,0.0000,1,0,0,0
2160.020,2.9025,0.0000,1,0,0,0
2175.020,2.9024,0.0000,1,0,0,0
2190.020,2.9022,0.0000,1,0,0,0
2205.020,2.9020,0.0000,1,0,0,0
2220.020,2.9018,0.0000,1,0,0,0
2235.020,2.9016,0.0000,1,0,0,0
2250.020,2.9015,0.0000,1,0,0,0
2265.020,2.9013,0.0000,1,0,0,0
2280.020,2.9011,0.0000,1,0,0,0
2295.020,2.9009,0.0000,1,0,0,0
2310.020,2.9007,0.0000,1,0,0,0
2325.020,2.9005,0.0000,1,0,0,0
2340.020,2.9004,0.0000,1,0,0,0
2355.020,2.9002,0.0000,1,0,0,0
2370.020,2.9000,0.0000,1,0,0,0
2385.020,2.8998,0.0000,1,0,0,0
2400.020,2.8996,0.0000,1,0,0,0
2415.020,2.8994,0.0000,1,0,0,0
2430.020,2.8993,0.0000,1,0,0,0
2445.020,2.8991,0.0000,1,0,0,0
2460.020,2.8989,0.0000,1,0,0,0
2475.020,2.8987,0.0000,1,0,0,0
2490.020,2.8985,0.0000,1,0,0,0
2505.020,2.8983,0.0000,1,0,0,0
2520.020,2.8981,0.0000,1,0,0,0
2535.020,2.8979,0.0000,1,0,0,0
2550.020,2.8978,0.0000,1,0,0,0
2565.020,2.8976,0.0000,1,0,0,0
2580.020,2.8974,0.0000,1,0,0,0
2595.020,2.8972,0.0000,1,0,0,0
2610.020,2.8970,0.0000,1,0,0,0
2625.020,2.8968,0.0000,1,0,0,0
2640.020,2.8967,0.0000,1,0,0,0
2655.020,2.8965,0.0000,1,0,0,0
2670.020,2.8962,0.0000,1,0,0,0
2685.020,2.8960,0.0000,1,0,0,0
2700.020,2.8958,0.0000,1,0,0,0
2715.020,2.8957,0.0000,1,0,0,0
2730.020,2.8955,0.0000,1,0,0,0
2745.020,2.8953,0.0000,1,0,0,0
2760.020,2.8951,0.0000,1,0,0,0
2775.020,2.8949,0.0000,1,0,0,0
2790.020,2.8947,0.0000,1,0,0,0
2805.020,2.8945,0.0000,1,0,0,0
2820.020,2.8943,0.0000,1,0,0,0
2835.020,2.8941,0.0000,1,0,0,0
2850.020,2.8939,0.0000,1,0,0,0
2865.020,2.8937,0.0000,1,0,0,0
2880.020,2.8935,0.0000,1,0,0,0
2895.020,2.8933,0.0000,1,0,0,0
2910.020,2.8931,0.0000,1,0,0,0
2925.020,2.8930,0.0000,1,0,0,0
2940.020,2.8927,0.0000,1,0,0,0
2955.020,2.8926,0.0000,1,0,0,0
2970.020,2.8923,0.0000,1,0,0,0
2985.020,2.8922,0.0000,1,0,0,0
3000.020,2.8919,0.0000,1,0,0,0
3015.020,2.8917,0.0000,1,0,0,0
3030.020,2.8915,0.0000,1,0,0,0
3045.020,2.8913,0.0000,1,0,0,0
3060.020,2.8912,0.0000,1,0,0,0
3075.020,2.8910,0.0000,1,0,0,0
3090.020,2.8908,0.0000,1,0,0,0
3105.020,2.8906,0.0000,1,0,0,0
3120.020,2.8903,0.0000,1,0,0,0
3135.020,2.8902,0.0000,1,0,0,0
3150.020,2.8900,0.0000,1,0,0,0
3165.020,2.8897,0.0000,1,0,0,0
3180.020,2.8896,0.0000,1,0,0,0
3195.020,2.8893,0.0000,1,0,0,0
3210.020,2.8891,0.0000,1,0,0,0
3225.020,2.8889,0.0000,1,0,0,0
3240.020,2.8887,0.0000,1,0,0,0
3255.020,2.8885,0.0000,1,0,0,0
3270.020,2.8883,0.0000,1,0,0,0
3285.020,2.8881,0.0000,1,0,0,0
3300.020,2.8879,0.0000,1,0,0,0
3315.020,2.8877,0.0000,1,0,0,0
3330.020,2.8875,0.0000,1,0,0,0
3345.020,2.8873,0.0000,1,0,0,0
3360.020,2.8871,0.0000,1,0,0,0
3375.020,2.8869,0.0000,1,0,0,0
3390.020,2.8867,0.0000,1,0,0,0
3405.020,2.8865,0.0000,1,0,0,0
3420.020,2.8863,0.0000,1,0,0,0
3435.020,2.8861,0.0000,1,0,0,0
3450.020,2.8858,0.0000,1,0,0,0
3465.020,2.8856,0.0000,1,0,0,0
3480.020,2.8854,0.0000,1,0,0,0
3495.020,2.8852,0.0000,1,0,0,0
3510.020,2.8850,0.0000,1,0,0,0
3525.020,2.8848,0.0000,1,0,0,0
3540.020,2.8846,0.0000,1,0,0,0
3555.020,2.8844,0.0000,1,0,0,0
3570.020,2.8842,0.0000,1,0,0,0
3585.020,2.8840,0.0000,1,0,0,0
3600.020,2.8837,0.0000,1,0,0,0
3615.020,2.8835,0.0000,1,0,0,0
3630.020,2.8833,0.0000,1,0,0,0
3645.020,2.8831,0.0000,1,0,0,0
3660.020,2.8829,0.0000,1,0,0,0
3675.020,2.8827,0.0000,1,0,0,0
3690.020,2.8825,0.0000,1,0,0,0
3705.020,2.8823,0.0000,1,0,0,0
3720.020,2.8820,0.0000,1,0,0,0
3735.020,2.8818,0.0000,1,0,0,0
3750.020,2.8816,0.0000,1,0,0,0
3765.020,2.8814,0.0000,1,0,0,0
3780.020,2.8812,0.0000,1,0,0,0
3795.020,2.8810,0.0000,1,0,0,0
3810.020,2.8808,0.0000,1,0,0,0
3825.020,2.8805,0.0000,1,0,0,0
3840.020,2.8803,0.0000,1,0,0,0
3855.020,2.8801,0.0000,1,0,0,0
3870.020,2.8799,0.0000,1,0,0,0
3885.020,2.8797,0.0000,1,0,0,0
3900.020,2.8794,0.0000,1,0,0,0
3915.020,2.8792,0.0000,1,0,0,0
3930.020,2.8790,0.0000,1,0,0,0
3945.020,2.8788,0.0000,1,0,0,0
3960.020,2.8786,0.0000,1,0,0,0
3975.020,2.8783,0.0000,1,0,0,0
3990.020,2.8781,0.0000,1,0,0,0
4005.020,2.8779,0.0000,1,0,0,0
4020.020,2.8777,0.0000,1,0,0,0
4035.020,2.8775,0.0000,1,0,0,0
4050.020,2.8772,0.0000,1,0,0,0
4065.020,2.8770,0.0000,1,0,0,0
4080.020,2.8768,0.0000,1,0,0,0
4095.020,2.8766,0.0000,1,0,0,0
4110.020,2.8763,0.0000,1,0,0,0
4125.020,2.8761,0.0000,1,0,0,0
4140.020,2.8759,0.0000,1,0,0,0
4155.020,2.8757,0.0000,1,0,0,0
4170.020,2.8754,0.0000,1,0,0,0
4185.020,2.8752,0.0000,1,0,0,0
4200.020,2.8750,0.0000,1,0,0,0
4215.020,2.8748,0.0000,1,0,0,0
4230.020,2.8746,0.0000,1,0,0,0
4245.020,2.8743,0.0000,1,0,0,0
4260.020,2.8741,0.0000,1,0,0,0
4275.020,2.8739,0.0000,1,0,0,0
4290.020,2.8736,0.0000,1,0,0,0
4305.020,2.8734,0.0000,1,0,0,0
4320.020,2.8732,0.0000,1,0,0,0
4335.020,2.8730,0.0000,1,0,0,0
4350.020,2.8727,0.0000,1,0,0,0
4365.020,2.8725,0.0000,1,0,0,0
4380.020,2.8723,0.0000,1,0,0,0
4395.020,2.8720,0.0000,1,0,0,0
4410.020,2.8718,0.0000,1,0,0,0
4425.020,2.8716,0.0000,1,0,0,0
4440.020,2.8714,0.0000,1,0,0,0
4455.020,2.8711,0.0000,1,0,0,0
4470.020,2.8709,0.0000,1,0,0,0
4485.020,2.8707,0.0000,1,0,0,0
4500.020,2.8704,0.0000,1,0,0,0
4515.020,2.8702,0.0000,1,0,0,0
4530.020,2.8700,0.0000,1,0,0,0
4545.020,2.8697,0.0000,1,0,0,0
4560.020,2.8695,0.0000,1,0,0,0
4575.020,2.8693,0.0000,1,0,0,0
4590.020,2.8690,0.0000,1,0,0,0
4605.020,2.8688,0.0000,1,0,0,0
4620.020,2.8685,0.0000,1,0,0,0
4635.020,2.8683,0.0000,1,0,0,0
4650.020,2.8681,0.0000,1,0,0,0
4665.020,2.8678,0.0000,1,0,0,0
4680.020,2.8676,0.0000,1,0,0,0
4695.020,2.8674,0.0000,1,0,0,0
4710.020,2.8671,0.0000,1,0,0,0
4725.020,2.8669,0.0000,1,0,0,0
4740.020,2.8666,0.0000,1,0,0,0
4755.020,2.8664,0.0000,1,0,0,0
4770.020,2.8662,0.0000,1,0,0,0
4785.020,2.8659,0.0000,1,0,0,0
4800.020,2.8657,0.0000,1,0,0,0
4815.020,2.8655,0.0000,1,0,0,0
4830.020,2.8652,0.0000,1,0,0,0
4845.020,2.8650,0.0000,1,0,0,0
4860.020,2.8647,0.0000,1,0,0,0
4875.020,2.8645,0.0000,1,0,0,0
4890.020,2.8643,0.0000,1,0,0,0
4905.020,2.8640,0.0000,1,0,0,0
4920.020,2.8638,0.0000,1,0,0,0
4935.020,2.8635,0.0000,1,0,0,0
4950.020,2.8633,0.0000,1,0,0,0
4965.020,2.8630,0.0000,1,0,0,0
4980.020,2.8628,0.0000,1,0,0,0
4995.020,2.8625,0.0000,1,0,0,0
5010.020,2.8623,0.0000,1,0,0,0
5025.020,2.8620,0.0000,1,0,0,0
5040.020,2.8618,0.0000,1,0,0,0
5055.020,2.8616,0.0000,1,0,0,0
5070.020,2.8613,0.0000,1,0,0,0
5085.020,2.8611,0.0000,1,0,0,0
5100.020,2.8608,0.0000,1,0,0,0
5115.020,2.8606,0.0000,1,0,0,0
5130.020,2.8603,0.0000,1,0,0,0
5145.020,2.8601,0.0000,1,0,0,0
5160.020,2.8598,0.0000,1,0,0,0
5175.020,2.8596,0.0000,1,0,0,0
5190.020,2.8593,0.0000,1,0,0,0
5205.020,2.8591,0.0000,1,0,0,0
5220.020,2.8588,0.0000,1,0,0,0
5235.020,2.8586,0.0000,1,0,0,0
5250.020,2.8583,0.0000,1,0,0,0
5265.020,2.8581,0.0000,1,0,0,0
5280.020,2.8578,0.0000,1,0,0,0
5295.020,2.8576,0.0000,1,0,0,0
5310.020,2.8573,0.0000,1,0,0,0
5325.020,2.8571,0.0000,1,0,0,0
5340.020,2.8568,0.0000,1,0,0,0
5355.020,2.8565,0.0000,1,0,0,0
5370.020,2.8563,0.0000,1,0,0,0
5385.020,2.8560,0.0000,1,0,0,0
5400.020,2.8558,0.0000,1,0,0,0
5415.020,2.8555,0.0000,1,0,0,0
5430.020,2.8553,0.0000,1,0,0,0
5445.020,2.8550,0.0000,1,0,0,0
5460.020,2.8547,0.0000,1,0,0,0
5475.020,2.8545,0.0000,1,0,0,0
5490.020,2.8542,0.0000,1,0,0,0
5505.020,2.8540,0.0000,1,0,0,0
5520.020,2.8537,0.0000,1,0,0,0
5535.020,2.8535,0.0000,1,0,0,0
5550.020,2.8532,0.0000,1,0,0,0
5565.020,2.8529,0.0000,1,0,0,0
5580.020,2.8527,0.0000,1,0,0,0
5595.020,2.8524,0.0000,1,0,0,0
5610.020,2.8521,0.0000,1,0,0,0
5625.020,2.8519,0.0000,1,0,0,0
5640.020,2.8516,0.0000,1,0,0,0
5655.020,2.8513,0.0000,1,0,0,0
5670.020,2.8511,0.0000,1,0,0,0
5685.020,2.8508,0.0000,1,0,0,0
5700.020,2.8506,0.0000,1,0,0,0
5715.020,2.8503,0.0000,1,0,0,0
5730.020,2.8500,0.0000,1,0,0,0
5745.020,2.8497,0.0000,1,0,0,0
5760.020,2.8495,0.0000,1,0,0,0
5775.020,2.8492,0.0000,1,0,0,0
5790.020,2.8489,0.0000,1,0,0,0
5805.020,2.8487,0.0000,1,0,0,0
5820.020,2.8484,0.0000,1,0,0,0
5835.020,2.8481,0.0000,1,0,0,0
5850.020,2.8479,0.0000,1,0,0,0
5865.020,2.8476,0.0000,1,0,0,0
5880.020,2.8473,0.0000,1,0,0,0
5895.020,2.8470,0.0000,1,0,0,0
5910.020,2.8468,0.0000,1,0,0,0
5925.020,2.8465,0.0000,1,0,0,0
5940.020,2.8462,0.0000,1,0,0,0
5955.020,2.8459,0.0000,1,0,0,0
5970.020,2.8457,0.0000,1,0,0,0
5985.020,2.8454,0.0000,1,0,0,0
6000.020,2.8451,0.0000,1,0,0,0
6015.020,2.8448,0.0000,1,0,0,0
6030.020,2.8445,0.0000,1,0,0,0
6045.020,2.8443,0.0000,1,0,0,0
6060.020,2.8440,0.0000,1,0,0,0
6075.020,2.8437,0.0000,1,0,0,0
6090.020,2.8434,0.0000,1,0,0,0
6105.020,2.8432,0.0000,1,0,0,0
6120.020,2.8429,0.0000,1,0,0,0
6135.020,2.8426,0.0000,1,0,0,0
6150.020,2.8423,0.0000,1,0,0,0
6165.020,2.8420,0.0000,1,0,0,0
6180.020,2.8417,0.0000,1,0,0,0
6195.020,2.8415,0.0000,1,0,0,0
6210.020,2.8412,0.0000,1,0,0,0
6225.020,2.8409,0.0000,1,0,0,0
6240.020,2.8406,0.0000,1,0,0,0
6255.020,2.8403,0.0000,1,0,0,0
6270.020,2.8400,0.0000,1,0,0,0
6285.020,2.8397,0.0000,1,0,0,0
6300.020,2.8394,0.0000,1,0,0,0
6315.020,2.8392,0.0000,1,0,0,0
6330.020,2.8389,0.0000,1,0,0,0
6345.020,2.8386,0.0000,1,0,0,0
6360.020,2.8383,0.0000,1,0,0,0
6375.020,2.8380,0.0000,1,0,0,0
6390.020,2.8377,0.0000,1,0,0,0
6405.020,2.8374,0.0000,1,0,0,0
6420.020,2.8371,0.0000,1,0,0,0
6435.020,2.8368,0.0000,1,0,0,0
6450.020,2.8365,0.0000,1,0,0,0
6465.020,2.8362,0.0000,1,0,0,0
6480.020,2.8359,0.0000,1,0,0,0
6495.020,2.8356,0.0000,1,0,0,0
6510.020,2.8353,0.0000,1,0,0,0
6525.020,2.8350,0.0000,1,0,0,0
6540.020,2.8347,0.0000,1,0,0,0
6555.020,2.8344,0.0000,1,0,0,0
6570.020,2.8342,0.0000,1,0,0,0
6585.020,2.8338,0.0000,1,0,0,0
6600.020,2.8335,0.0000,1,0,0,0
6615.020,2.8332,0.0000,1,0,0,0
6630.020,2.8329,0.0000,1,0,0,0
6645.020,2.8326,0.0000,1,0,0,0
6660.020,2.8323,0.0000,1,0,0,0
6675.020,2.8320,0.0000,1,0,0,0
6690.020,2.8317,0.0000,1,0,0,0
6705.020,2.8314,0.0000,1,0,0,0
6720.020,2.8311,0.0000,1,0,0,0
6735.020,2.8308,0.0000,1,0,0,0
6750.020,2.8305,0.0000,1,0,0,0
6765.020,2.8302,0.0000,1,0,0,0
6780.020,2.8299,0.0000,1,0,0,0
6795.020,2.8296,0.0000,1,0,0,0
6810.020,2.8293,0.0000,1,0,0,0
6825.020,2.8290,0.0000,1,0,0,0
6840.020,2.8287,0.0000,1,0,0,0
6855.020,2.8284,0.0000,1,0,0,0
6870.020,2.8280,0.0000,1,0,0,0
6885.020,2.8277,0.0000,1,0,0,0
6900.020,2.8274,0.0000,1,0,0,0
6915.020,2.8271,0.0000,1,0,0,0
6930.020,2.8268,0.0000,1,0,0,0
6945.020,2.8265,0.0000,1,0,0,0
6960.020,2.8262,0.0000,1,0,0,0
6975.020,2.8259,0.0000,1,0,0,0
6990.020,2.8255,0.0000,1,0,0,0
7005.020,2.8252,0.0000,1,0,0,0
7020.020,2.8249,0.0000,1,0,0,0
7035.020,2.8246,0.0000,1,0,0,0
7050.020,2.8243,0.0000,1,0,0,0
7065.020,2.8240,0.0000,1,0,0,0
7080.020,2.8237,0.0000,1,0,0,0
7095.020,2.8233,0.0000,1,0,0,0
7110.020,2.8230,0.0000,1,0,0,0
7125.020,2.8227,0.0000,1,0,0,0
7140.020,2.8224,0.0000,1,0,0,0
7155.020,2.8221,0.0000,1,0,0,0
7170.020,2.8218,0.0000,1,0,0,0
7185.020,2.8214,0.0000,1,0,0,0
7200.020,2.8211,0.0000,1,0,0,0
7215.020,2.8208,0.0000,1,0,0,0
7230.020,2.8205,0.0000,1,0,0,0
7245.020,2.8202,0.0000,1,0,0,0
7260.020,2.8198,0.0000,1,0,0,0
7275.020,2.8195,0.0000,1,0,0,0
7290.020,2.8192,0.0000,1,0,0,0
7305.020,2.8189,0.0000,1,0,0,0
7320.020,2.8186,0.0000,1,0,0,0
7335.020,2.8182,0.0000,1,0,0,0
7350.020,2.8179,0.0000,1,0,0,0
7365.020,2.8176,0.0000,1,0,0,0
7380.020,2.8173,0.0000,1,0,0,0
7395.020,2.8170,0.0000,1,0,0,0
7410.020,2.8166,0.0000,1,0,0,0
7425.020,2.8163,0.0000,1,0,0,0
7440.020,2.8160,0.0000,1,0,0,0
7455.020,2.8157,0.0000,1,0,0,0
7470.020,2.8153,0.0000,1,0,0,0
7485.020,2.8150,0.0000,1,0,0,0
7500.020,2.8147,0.0000,1,0,0,0
7515.020,2.8144,0.0000,1,0,0,0
7530.020,2.8140,0.0000,1,0,0,0
7545.020,2.8137,0.0000,1,0,0,0
7560.020,2.8134,0.0000,1,0,0,0
7575.020,2.8131,0.0000,1,0,0,0
7590.020,2.8127,0.0000,1,0,0,0
7605.020,2.8124,0.0000,1,0,0,0
7620.020,2.8121,0.0000,1,0,0,0
7635.020,2.8118,0.0000,1,0,0,0
7650.020,2.8114,0.0000,1,0,0,0
7665.020,2.8111,0.0000,1,0,0,0
7680.020,2.8108,0.0000,1,0,0,0
7695.020,2.8104,0.0000,1,0,0,0
7710.020,2.8101,0.0000,1,0,0,0
7725.020,2.8098,0.0000,1,0,0,0
7740.020,2.8095,0.0000,1,0,0,0
7755.020,2.8091,0.0000,1,0,0,0
7770.020,2.8088,0.0000,1,0,0,0
7785.020,2.8085,0.0000,1,0,0,0
7800.020,2.8082,0.0000,1,0,0,0
7815.020,2.8078,0.0000,1,0,0,0
7830.020,2.8075,0.0000,1,0,0,0
7845.020,2.8072,0.0000,1,0,0,0
7860.020,2.8069,0.0000,1,0,0,0
7875.020,2.8065,0.0000,1,0,0,0
7890.020,2.8062,0.0000,1,0,0,0
7905.020,2.8059,0.0000,1,0,0,0
7920.020,2.8056,0.0000,1,0,0,0
7935.020,2.8052,0.0000,1,0,0,0
7950.020,2.8049,0.0000,1,0,0,0
7965.020,2.8046,0.0000,1,0,0,0
7980.020,2.8043,0.0000,1,0,0,0
7995.020,2.8039,0.0000,1,0,0,0
8010.020,2.8036,0.0000,1,0,0,0
8025.020,2.8033,0.0000,1,0,0,0
8040.020,2.8030,0.0000,1,0,0,0
8055.020,2.8026,0.0000,1,0,0,0
8070.020,2.8023,0.0000,1,0,0,0
8085.020,2.8020,0.0000,1,0,0,0
8100.020,2.8017,0.0000,1,0,0,0
8115.020,2.8014,0.0000,1,0,0,0
8130.020,2.8010,0.0000,1,0,0,0
8145.020,2.8007,0.0000,1,0,0,0
8160.020,2.8004,0.0000,1,0,0,0
8175.020,2.8001,0.0000,1,0,0,0
8190.020,2.7997,0.0000,1,0,0,0
8205.020,2.7995,0.0000,1,0,0,0
8220.020,2.7990,0.0000,1,0,0,0
8235.020,2.7988,0.0000,1,0,0,0
8250.020,2.7985,0.0000,1,0,0,0
8265.020,2.7982,0.0000,1,0,0,0
8280.020,2.7979,0.0000,1,0,0,0
8295.020,2.7975,0.0000,1,0,0,0
8310.020,2.7972,0.0000,1,0,0,0
8325.020,2.7969,0.0000,1,0,0,0
8340.020,2.7966,0.0000,1,0,0,0
8355.020,2.7963,0.0000,1,0,0,0
8370.020,2.7960,0.0000,1,0,0,0
8385.020,2.7956,0.0000,1,0,0,0
8400.020,2.7953,0.0000,1,0,0,0
8415.020,2.7950,0.0000,1,0,0,0
8430.020,2.7947,0.0000,1,0,0,0
8445.020,2.7944,0.0000,1,0,0,0
8460.020,2.7941,0.0000,1,0,0,0
8475.020,2.7938,0.0000,1,0,0,0
8490.020,2.7935,0.0000,1,0,0,0
8505.020,2.7932,0.0000,1,0,0,0
8520.020,2.7929,0.0000,1,0,0,0
8535.020,2.7926,0.0000,1,0,0,0
8550.020,2.7923,0.0000,1,0,0,0
8565.020,2.7920,0.0000,1,0,0,0
8580.020,2.7917,0.0000,1,0,0,0
8595.020,2.7914,0.0000,1,0,0,0
8610.020,2.7911,0.0000,1,0,0,0
8625.020,2.7908,0.0000,1,0,0,0
8640.020,2.7905,0.0000,1,0,0,0
8655.020,2.7902,0.0000,1,0,0,0
8670.020,2.7899,0.0000,1,0,0,0
8685.020,2.7896,0.0000,1,0,0,0
8700.020,2.7893,0.0000,1,0,0,0
8715.020,2.7890,0.0000,1,0,0,0
8730.020,2.7887,0.0000,1,0,0,0
8745.020,2.7884,0.0000,1,0,0,0
8760.020,2.7881,0.0000,1,0,0,0
8775.020,2.7878,0.0000,1,0,0,0
8790.020,2.7876,0.0000,1,0,0,0
8805.020,2.7873,0.0000,1,0,0,0
8820.020,2.7870,0.0000,1,0,0,0
8835.020,2.7867,0.0000,1,0,0,0
8850.020,2.7864,0.0000,1,0,0,0
8865.020,2.7861,0.0000,1,0,0,0
8880.020,2.7859,0.0000,1,0,0,0
8895.020,2.7856,0.0000,1,0,0,0
8910.020,2.7853,0.0000,1,0,0,0
8925.020,2.7850,0.0000,1,0,0,0
8940.020,2.7847,0.0000,1,0,0,0
8955.020,2.7845,0.0000,1,0,0,0
8970.020,2.7842,0.0000,1,0,0,0
8985.020,2.7839,0.0000,1,0,0,0
9000.020,2.7837,0.0000,1,0,0,0
9015.020,2.7834,0.0000,1,0,0,0
9030.020,2.7831,0.0000,1,0,0,0
9045.020,2.7828,0.0000,1,0,0,0
9060.020,2.7826,0.0000,1,0,0,0
9075.020,2.7823,0.0000,1,0,0,0
